customer_number,segment,signup_date,postal_code
CUST000721,Business,12/25/2019,N/A
CUST000722,,09/15/2020,60540
cust000723,Value,,60A123
CUST000724,Business,10/01/2021,60A123
CUST000725,Business,19-Dec-2021,
CUST000726,Mainstream,08-19-21,60A123
CUST000727,,06-Mar-2018,
CUST000728,,03-22-22,60601
CUST000729,Mainstream,08-21-20,N/A
CUST000730,Mainstream,2019/11/26,60A123
CUST000731,Value,2021-10-31,60A123
CUST000732,,02/15/2018,N/A
CUST000733,Value,01-11-19,60540
CUST000734,Premium,2017/09/30,
CUST000735,Business,10/04/2018,60601
CUST000736,Value,2019/10/07,60A123
CUST000737,,02-Aug-2020,60A123
CUST000738,Business,2022/02/12,60A123
CUST000739,,2019/12/01,60A123
CUST000740,Business,10/27/2021,60A123
CUST000741,Value,11-06-21,60540
CUST000742,,2019-03-01,60540
CUST000743,Value,21-Feb-2020,60540
CUST000744,Premium,10/06/2019,60A123
CUST000745,Premium,2018-02-06,N/A
CUST000746,Premium,06-09-21,N/A
CUST000747,Business,04/24/2018,60601
CUST000748,Premium,31-Jan-2019,60601
CUST000749,Premium,10-06-21,
CUST000750,Business,12-29-18,60A123
CUST000751,Business,,60601
CUST000752,,03-Dec-2017,60601
CUST000753,Mainstream,08-11-19,60A123
cust000754,,2022-04-04,60540
CUST000755,Mainstream,2022/07/20,60A123
CUST000756,Mainstream,03-16-20,N/A
CUST000757,Value,2020-07-17,60A123
CUST000758,Premium,2018/09/04,60A123
CUST000759,Mainstream,12-Jun-2018,60A123
CUST000760,Premium,2022/04/15,60601
CUST000761,Value,2020-10-08,N/A
CUST000762,Business,2017-10-29,60540
CUST000763,Premium,2022/08/20,60540
CUST000764,,,60601
CUST000765,Mainstream,2018-11-28,60601
CUST000766,Value,22-Mar-2018,60601
CUST000767,Business,12/31/2020,N/A
CUST000768,Mainstream,2022/08/30,
CUST000769,,09/25/2020,60A123
CUST000770,,2022/04/05,60A123
CUST000771,,2022-02-10,60A123
CUST000772,Business,10-16-18,60601
CUST000773,Mainstream,2019-02-06,60601
CUST000774,,10-Sep-2018,
 CUST000775 ,Value,2020-06-30,60601
CUST000776,,2021/12/07,60601
CUST000777,,07-Apr-2019,N/A
CUST000778,,21-May-2020,60601
CUST000779,Value,2018-08-10,60601
 CUST000780 ,Premium,2022-03-15,
 CUST000781 ,Premium,29-Oct-2018,
CUST000782,,09/19/2019,
CUST000783,Business,2022/02/26,
CUST000784,Value,20-Sep-2020,60601
CUST000785,Premium,01/25/2021,N/A
CUST000786,Mainstream,07-29-18,
CUST000787,,2020-07-31,60601
CUST000788,Business,2019-05-10,60540
CUST000789,Value,2017/11/05,N/A
CUST000790,Value,2020-09-15,60601
CUST000791,Value,09/21/2018,60A123
CUST000792,,,60601
CUST000793,Business,02-Mar-2019,60A123
CUST000794,,02-Aug-2019,
CUST000795,Mainstream,24-Aug-2018,60A123
CUST000796,Business,04-06-22,60540
cust000797,Value,,60A123
CUST000798,Mainstream,07/27/2021,60601
CUST000799,Mainstream,2017/10/09,N/A
CUST000800,,2018-10-01,N/A
CUST000801,Value,04-05-19,60540
CUST000802,Mainstream,2018/07/04,
CUST000803,,2018/03/07,N/A
CUST000804,Premium,02/08/2022,60540
CUST000805,Mainstream,05/14/2022,
CUST000806,,2020-10-25,
CUST000807,Business,2019-06-11,60601
CUST000808,Business,2018/07/12,60A123
CUST000809,Value,10-12-17,N/A
CUST000810,Value,07/18/2020,60540
CUST000811,Business,06-Jul-2019,60540
CUST000812,Premium,10/15/2022,N/A
CUST000813,Mainstream,08-18-17,60540
CUST000814,Mainstream,2019/08/30,60540
CUST000815,Business,04-15-21,60601
CUST000816,Premium,,N/A
CUST000817,,20-Jul-2017,
 CUST000818 ,Premium,02-14-20,
cust000819,Business,06-07-18,60540
CUST000820,Premium,03-12-22,N/A
CUST000821,Premium,08/28/2021,60540
CUST000822,Premium,2022/04/04,60A123
CUST000823,Business,11/06/2020,60601
CUST000824,Business,03-01-19,60540
CUST000825,Mainstream,05-28-21,60601
CUST000826,Business,10-05-20,60540
CUST000827,Mainstream,03/27/2020,N/A
 CUST000828 ,Mainstream,03/27/2020,60601
CUST000829,,13-Jan-2018,60540
CUST000830,Business,2021-08-22,60601
CUST000831,,01-24-20,60A123
CUST000832,Business,09/11/2018,60540
CUST000833,Premium,01/25/2022,60540
CUST000834,Premium,29-Jan-2020,60540
CUST000835,Premium,04-22-22,
CUST000836,Value,17-Aug-2018,60601
 CUST000837 ,,2022/11/27,60A123
CUST000838,,02-25-21,N/A
CUST000839,Premium,11-09-17,60601
CUST000840,Business,10/09/2017,60540
CUST000841,,01/18/2018,
CUST000842,,05/07/2018,60601
CUST000843,,07/13/2017,60601
CUST000844,Premium,05/16/2020,60540
CUST000845,Business,2022-05-16,60601
 CUST000846 ,Premium,08-31-18,N/A
CUST000847,,16-May-2021,
CUST000848,Value,02-Aug-2022,60540
CUST000849,Value,06/13/2020,
CUST000850,,27-Nov-2018,60A123
CUST000851,,10-11-19,
CUST000852,Mainstream,12-Aug-2018,N/A
CUST000853,Premium,2021/11/28,60540
CUST000854,Premium,05-30-20,N/A
CUST000855,Premium,12-12-20,60540
CUST000856,Business,2022/08/21,
CUST000857,Mainstream,2017/12/25,
CUST000858,Value,2017-07-27,N/A
CUST000859,Value,2021-08-25,60540
CUST000860,Value,2020-05-25,60601
CUST000861,Business,17-Jul-2017,60601
CUST000862,,,60540
CUST000863,Premium,09/25/2020,60601
CUST000864,Premium,2022-03-14,60A123
CUST000865,Value,09/03/2017,60540
CUST000866,Business,10-31-20,60601
CUST000867,Premium,04-Nov-2020,
CUST000868,Business,11-Sep-2020,60A123
CUST000869,Mainstream,,60601
CUST000870,,02-07-18,N/A
CUST000871,Mainstream,15-Nov-2019,60540
CUST000872,Business,04-09-21,N/A
CUST000873,Mainstream,2021-06-15,60601
CUST000874,Mainstream,06-13-20,60A123
CUST000875,Premium,2017/11/04,60601
CUST000876,,07/09/2019,60540
CUST000877,Value,19-Apr-2019,N/A
CUST000878,Business,2020-05-30,
CUST000879,,22-Sep-2020,60540
CUST000880,Premium,04/17/2019,60A123
CUST000881,Premium,08-16-19,60540
CUST000882,Mainstream,31-Aug-2018,60601
CUST000883,Mainstream,2020/08/27,60540
CUST000884,Business,04/29/2019,60540
CUST000885,,04-07-19,60A123
CUST000886,Mainstream,05-08-18,
CUST000887,Business,05/30/2020,
CUST000888,Mainstream,12-25-21,
CUST000889,Premium,07/26/2019,N/A
CUST000890,Premium,02-09-18,N/A
CUST000891,Business,2022-06-06,60601
cust000892,,11/30/2020,60A123
CUST000893,Value,,N/A
CUST000894,Value,05-04-20,60601
CUST000895,,2018/01/10,60540
CUST000896,Mainstream,2017/09/05,N/A
CUST000897,,2022-03-04,
CUST000898,,11/27/2022,N/A
CUST000899,Value,2022-02-08,
CUST000900,Mainstream,09/19/2020,
CUST000901,Business,2017-11-23,
CUST000902,Value,2018-03-09,60601
CUST000903,Mainstream,,60A123
cust000904,Mainstream,2021/08/22,60540
CUST000905,Premium,2019-01-18,60601
CUST000906,Premium,2022/09/27,
CUST000907,Value,2020-04-06,60601
cust000908,Premium,09-30-17,
CUST000909,Mainstream,08/07/2021,60540
CUST000910,Business,2021-08-12,N/A
CUST000911,Business,2018/07/20,N/A
CUST000912,Value,26-Sep-2017,60A123
CUST000913,Business,08/20/2017,60601
 CUST000914 ,,11/08/2017,N/A
CUST000915,Value,08/12/2019,60601
CUST000916,Business,05-27-22,60A123
CUST000917,Mainstream,01-13-21,60601
CUST000918,Mainstream,15-Jun-2021,60601
CUST000919,Premium,12-Apr-2020,60540
CUST000920,Premium,28-Nov-2022,
CUST000921,Value,,60A123
CUST000922,Premium,2017/07/27,60540
CUST000923,,03-06-21,N/A
CUST000924,Value,2021/03/01,60540
CUST000925,Value,19-Aug-2021,60A123
CUST000926,Mainstream,19-Oct-2017,60601
CUST000927,Value,10/01/2022,
CUST000928,Value,03/26/2019,60540
CUST000929,,2019/08/29,
CUST000930,Premium,2019-12-06,60540
CUST000931,Premium,11/17/2020,
CUST000932,,17-May-2019,60540
CUST000933,Mainstream,2019/09/26,60A123
CUST000934,Premium,11/22/2019,N/A
CUST000935,Value,06-29-22,
CUST000936,Value,,N/A
CUST000937,Premium,08-10-20,60601
CUST000938,,2018-11-03,60A123
CUST000939,Mainstream,2020/02/26,
CUST000940,Mainstream,2017/08/12,60601
CUST000941,,04-Feb-2022,N/A
CUST000942,Premium,06-06-18,60A123
CUST000943,Value,2018-05-22,N/A
CUST000944,Value,11-Mar-2022,
CUST000945,Premium,04-03-20,60A123
CUST000946,Value,08-05-18,60540
CUST000947,Mainstream,04/09/2021,60540
CUST000948,Value,2018/06/19,60A123
CUST000949,Business,2018/12/15,60A123
CUST000950,,01/17/2020,N/A
CUST000951,Premium,08-01-17,60A123
CUST000952,Value,2021-09-29,
CUST000953,Business,08-20-21,
CUST000954,Value,30-Nov-2022,60540
CUST000955,Value,2021-02-04,60A123
CUST000956,Business,12-05-17,
 CUST000957 ,Value,09-25-17,60540
CUST000958,Value,2018/08/22,60A123
CUST000959,,28-Dec-2021,60601
CUST000960,Mainstream,07-02-21,60A123
CUST000961,Value,,60A123
CUST000962,Value,05-28-20,60601
CUST000963,Mainstream,12-Dec-2019,N/A
CUST000964,Value,08-31-19,N/A
CUST000965,Business,,60A123
CUST000966,Value,04-Sep-2018,60A123
CUST000967,Premium,03/12/2020,60601
CUST000968,,2021/07/08,60540
CUST000969,Business,17-Aug-2022,N/A
CUST000970,Business,2018-05-21,
CUST000971,Premium,2022-04-19,
CUST000972,Business,13-Dec-2017,60601
CUST000973,Premium,2021-05-29,60601
 CUST000974 ,Premium,01-Jun-2018,60A123
CUST000975,Value,05-23-18,60601
CUST000976,,2017-10-08,
 CUST000977 ,Business,2019-12-13,N/A
CUST000978,Mainstream,10/08/2020,60540
CUST000979,Business,08-Jan-2022,60601
CUST000980,Business,09-10-22,60540
CUST000981,,28-Aug-2019,N/A
cust000982,Value,2021/12/06,
CUST000983,Mainstream,2021-08-01,
CUST000984,Mainstream,11-Nov-2017,N/A
CUST000985,Business,10-27-20,
CUST000986,Business,17-Nov-2022,60601
CUST000987,Mainstream,02-24-18,N/A
CUST000988,Premium,2021/11/06,N/A
CUST000989,,08-Sep-2019,N/A
CUST000990,Premium,07/24/2020,60601
CUST000991,,2017/08/05,N/A
CUST000992,Business,05-16-22,
CUST000993,Mainstream,06/25/2020,
CUST000994,Mainstream,15-Aug-2021,
CUST000995,Premium,18-Jul-2018,N/A
CUST000996,,07/11/2019,60601
CUST000997,Business,31-Jul-2018,60601
cust000998,Premium,2020-03-08,60A123
CUST000999,,2021/06/28,
CUST001000,Business,07/04/2020,60601
CUST001001,,2020-02-05,60A123
CUST001002,,11-Feb-2022,60A123
CUST001003,Mainstream,01-20-22,N/A
CUST001004,Business,04-15-21,60540
CUST001005,Value,10-Feb-2022,60540
CUST001006,Premium,2020/12/21,60540
CUST001007,Business,15-Apr-2022,60A123
CUST001008,Mainstream,2019-01-03,
CUST001009,Value,2019/06/12,60A123
CUST001010,Premium,07-26-21,
CUST001011,,2022/11/26,N/A
CUST001012,,2020-09-09,60540
CUST001013,,01-01-20,
CUST001014,Premium,2020/10/24,60A123
CUST001015,Mainstream,2022/07/03,60A123
CUST001016,Business,28-Mar-2022,
CUST001017,Premium,19-May-2022,60540
CUST001018,Mainstream,09/28/2021,60601
CUST001019,Business,2022/11/18,N/A
cust001020,Premium,2022-04-02,60540
cust001021,Value,02-06-20,60540
CUST001022,,2017-09-26,60A123
cust001023,Business,05-19-20,60A123
CUST001024,,2017-07-25,60540
CUST001025,Business,2021/07/15,N/A
CUST001026,Premium,30-Jul-2017,
CUST001027,Mainstream,08/09/2019,60540
CUST001028,Business,2018/04/16,60A123
CUST001029,Value,12/16/2019,N/A
CUST001030,Value,2018/06/06,60601
 CUST001031 ,Premium,11/20/2018,60601
cust001032,Mainstream,2018-09-18,60A123
CUST001033,,2018-02-15,60540
CUST001034,Business,04-05-19,60A123
CUST001035,Business,09/02/2021,60540
CUST001036,Premium,27-Feb-2022,60601
CUST001037,,13-Nov-2022,60A123
CUST001038,Business,2021-12-04,60A123
CUST001039,Business,02-20-20,60A123
CUST001040,,19-Apr-2018,N/A
CUST001041,Business,,N/A
CUST001042,Business,2018/09/13,
CUST001043,Business,10/27/2018,
CUST001044,Business,02-22-18,60540
CUST001045,Business,05/07/2020,60540
CUST001046,,06-08-20,60A123
 CUST001047 ,,2017-11-11,N/A
 CUST001048 ,Value,2022/03/01,60540
CUST001049,Business,08/15/2021,60A123
CUST001050,,10-Aug-2019,60601
CUST001051,Mainstream,04-21-18,60540
CUST001052,Mainstream,01/04/2018,60601
CUST001053,,2018/10/10,60540
CUST001054,Value,2020-12-11,
CUST001055,Premium,02/14/2021,60540
CUST001056,Value,2021/08/20,60540
CUST001057,Premium,2019/01/28,N/A
CUST001058,,06-02-20,N/A
CUST001059,Mainstream,02-04-21,N/A
cust001060,,09-11-21,N/A
 CUST001061 ,Premium,2017/10/24,60A123
cust001062,,16-Nov-2018,60540
CUST001063,Mainstream,25-Mar-2018,
CUST001064,Value,2022/11/13,
CUST001065,Value,08/19/2021,
CUST001066,Premium,02-06-19,N/A
cust001067,Premium,2019-04-19,N/A
CUST001068,Business,26-Feb-2022,N/A
CUST001069,,2021-07-31,60A123
cust001070,Business,2022/10/05,N/A
CUST001071,Business,2018-01-20,
CUST001072,,2018/09/25,60601
CUST001073,,2021-02-16,60601
CUST001074,Business,07-15-17,60540
 CUST001075 ,Value,,60601
CUST001076,Value,2021/01/08,60601
CUST001077,,05/28/2021,60601
CUST001078,Mainstream,2018-07-26,60601
CUST001079,,09/05/2020,60A123
CUST001080,Business,05/01/2020,N/A
 CUST001081 ,Mainstream,2019-02-14,60540
CUST001082,,12-05-17,60540
CUST001083,Mainstream,25-Feb-2018,60540
CUST001084,Mainstream,2021-09-13,60A123
CUST001085,,2017/09/23,
CUST001086,Premium,2017/07/25,60601
CUST001087,Value,10/08/2020,60601
CUST001088,,2021-07-10,60601
CUST001089,Business,07/08/2022,60A123
CUST001090,Mainstream,06/29/2022,60540
CUST001091,Premium,15-Dec-2019,
CUST001092,Business,09/25/2022,
cust001093,Business,12/05/2021,
CUST001094,Value,05/11/2022,
CUST001095,Premium,2022-09-06,60A123
 CUST001096 ,Value,10-14-19,60540
 CUST001097 ,Value,03-17-19,N/A
CUST001098,Premium,2019/04/01,
CUST001099,Value,09-Dec-2018,60601
CUST001100,Premium,11/29/2018,
CUST001101,Mainstream,09/11/2018,N/A
CUST001102,Business,,
CUST001103,Value,08-14-18,N/A
CUST001104,Premium,2018-01-24,
CUST001105,Business,2022/08/16,60601
CUST001106,Business,24-Mar-2021,N/A
CUST001107,,28-Oct-2019,N/A
CUST001108,Mainstream,24-Nov-2020,60A123
CUST001109,Value,03-10-18,60601
CUST001110,Mainstream,12-30-18,N/A
CUST001111,Business,04/03/2022,60540
cust001112,Premium,2020/06/27,60540
CUST001113,,2022/09/27,60A123
CUST001114,Business,06-Jan-2018,N/A
cust001115,Value,29-Jun-2019,N/A
CUST001116,Value,03/20/2022,
CUST001117,Mainstream,2022-05-21,60601
CUST001118,Mainstream,04-Sep-2017,N/A
CUST001119,Business,11/03/2017,60540
CUST001120,Business,02-Aug-2019,60A123
CUST001121,Premium,02/11/2019,60540
CUST001122,Mainstream,2021/10/10,
CUST001123,Business,,
CUST001124,Value,04-Dec-2021,60A123
CUST001125,Premium,03/02/2019,
CUST001126,Premium,08/03/2021,
CUST001127,Premium,02-16-22,60601
CUST001128,Business,2022/10/19,
CUST001129,Value,11-Aug-2021,
CUST001130,,07/02/2018,60A123
CUST001131,Mainstream,08-Mar-2019,60601
CUST001132,Value,2019-04-18,60601
 CUST001133 ,Premium,2022-09-21,
CUST001134,Value,11-01-19,
CUST001135,Value,2020/02/13,60601
CUST001136,Mainstream,23-Jul-2022,60540
CUST001137,Value,05/10/2022,60601
CUST001138,Value,09/20/2018,60A123
CUST001139,Business,01/11/2021,60540
CUST001140,Premium,07/24/2017,60540
 CUST001141 ,,2021-09-12,N/A
CUST001142,Business,,60540
CUST001143,,10/30/2021,60601
CUST001144,Value,2020-08-09,60601
CUST001145,Premium,09-Feb-2021,60601
CUST001146,,29-Sep-2017,60601
CUST001147,Business,,N/A
cust001148,Business,2020-01-08,60601
CUST001149,Mainstream,11/30/2021,60A123
CUST001150,,2020-02-21,60540
CUST001151,Business,2019/06/05,
CUST001152,Business,04/02/2018,N/A
CUST001153,Mainstream,27-Oct-2020,60601
 CUST001154 ,Mainstream,2020/08/22,60540
CUST001155,Mainstream,2020-05-28,60A123
CUST001156,,2018-02-10,N/A
CUST001157,,,60601
CUST001158,Value,2019/02/08,
 CUST001159 ,Premium,20-Aug-2017,60A123
CUST001160,Value,01/11/2020,60540
CUST001161,Mainstream,2022/07/16,60A123
CUST001162,,2017-07-13,60540
CUST001163,Premium,02/17/2018,60540
CUST001164,Business,02/17/2022,60540
CUST001165,Business,2022/08/08,60A123
CUST001166,,2018/02/11,60540
CUST001167,Premium,01/24/2019,60601
CUST001168,Mainstream,06/13/2022,60A123
CUST001169,Value,2020-01-09,N/A
CUST001170,,2021-10-21,N/A
CUST001171,Value,2018/06/17,60601
cust001172,Mainstream,29-Aug-2020,N/A
CUST001173,Business,09/04/2021,60540
CUST001174,,04-Aug-2019,60A123
CUST001175,Premium,2020/03/31,60540
CUST001176,Mainstream,2019/12/01,N/A
CUST001177,Value,2018/10/19,60540
CUST001178,Business,2020-04-05,60A123
CUST001179,Mainstream,07/28/2020,60601
CUST001180,Premium,10-26-22,N/A
CUST001181,Value,19-Nov-2021,60540
CUST001182,Business,02/26/2022,60601
CUST001183,Value,24-Feb-2020,60540
CUST001184,Value,2021-12-06,
CUST001185,Business,,60540
CUST001186,Premium,2020/03/30,60601
CUST001187,,2017/08/18,60A123
CUST001188,Value,07-Dec-2020,60A123
CUST001189,Mainstream,09-22-21,60601
CUST001190,Premium,13-Mar-2019,60601
CUST001191,Value,10-Jan-2019,60540
CUST001192,Premium,2020/01/16,N/A
CUST001193,Mainstream,2021/05/04,60A123
CUST001194,Value,2021/02/16,60540
CUST001195,Premium,13-Jul-2019,60601
CUST001196,Mainstream,2022-06-08,
CUST001197,,18-Oct-2018,N/A
CUST001198,Value,04-15-19,60601
 CUST001199 ,Premium,03/08/2019,60601
CUST001200,Value,2022/10/08,60A123
CUST001201,Business,21-Dec-2020,60540
CUST001202,Premium,10/23/2021,
CUST001203,Premium,2021-02-10,60A123
CUST001204,Business,2022-11-02,
CUST001205,Business,11-Mar-2021,60601
CUST001206,Premium,23-Oct-2017,60A123
CUST001207,Mainstream,2018-10-31,60601
CUST001208,Premium,10-08-20,60A123
CUST001209,Mainstream,2022/04/06,N/A
CUST001210,Mainstream,2020/06/25,60A123
CUST001211,Premium,2019-03-17,60601
CUST001212,Premium,09/24/2019,N/A
CUST001213,Premium,2019-05-13,60540
CUST001214,Mainstream,2022-06-28,60A123
CUST001215,Mainstream,2020/01/08,60A123
CUST001216,Mainstream,2020/06/30,60601
CUST001217,Premium,08/15/2019,
CUST001218,Business,2020-06-25,
CUST001219,Business,07/15/2020,60540
CUST001220,,2019-07-17,60540
CUST001221,Mainstream,06-Sep-2020,60540
CUST001222,Mainstream,28-Jan-2021,60A123
CUST001223,Mainstream,2020/07/29,60A123
CUST001224,Premium,06-29-19,
CUST001225,Mainstream,12-22-19,
CUST001226,,2019/07/14,60A123
CUST001227,,07/11/2021,
CUST001228,,2019-12-16,60601
CUST001229,Mainstream,02/19/2019,
cust001230,,01/28/2020,N/A
CUST001231,Business,10-20-22,
CUST001232,Business,2021/01/04,60601
CUST001233,Premium,26-Oct-2022,60601
CUST001234,Business,2019/03/19,
CUST001235,Mainstream,12/03/2021,60540
CUST001236,Business,2019-04-24,60A123
CUST001237,,2019-11-05,N/A
CUST001238,Premium,02/09/2019,N/A
CUST001239,,03/03/2022,
CUST001240,Business,01-02-19,60540
CUST001241,,2018/11/05,60540
CUST001242,,25-Apr-2022,60540
CUST001243,Premium,03-06-19,N/A
 CUST001244 ,Business,05-Feb-2022,N/A
CUST001245,Business,2019-06-22,60A123
CUST001246,,2019/05/17,60A123
CUST001247,,11/15/2017,60A123
CUST001248,Premium,30-Nov-2019,60540
CUST001249,Value,03/16/2022,60540
CUST001250,Business,2022-01-12,60601
CUST001251,Business,06-Feb-2021,
CUST001252,Business,2022-03-10,60540
CUST001253,Business,05-03-21,60540
CUST001254,Mainstream,04/18/2018,
CUST001255,,2022/02/11,N/A
CUST001256,Premium,10-19-22,60540
cust001257,Premium,14-Jul-2022,60540
CUST001258,Business,2019-09-17,
CUST001259,Mainstream,11/21/2020,60A123
CUST001260,Value,06/04/2022,60601
CUST001261,Business,2019/09/20,N/A
CUST001262,Business,2022-09-16,60540
CUST001263,Mainstream,2018/09/13,60601
CUST001264,Premium,2020/01/20,N/A
 CUST001265 ,Business,2020-03-14,N/A
CUST001266,Business,,N/A
CUST001267,Premium,2018-05-31,60601
CUST001268,Premium,2021-01-02,60540
CUST001269,,24-May-2018,60540
CUST001270,Value,10/24/2020,60A123
CUST001271,Mainstream,17-Mar-2021,N/A
CUST001272,Premium,02-13-18,60A123
CUST001273,Business,2018-02-22,N/A
CUST001274,Premium,2020/05/31,60A123
 CUST001275 ,Premium,2021-01-27,
 CUST001276 ,,05-21-19,60A123
CUST001277,,2019-03-21,60540
CUST001278,Value,06-Mar-2021,
CUST001279,,07-10-18,60A123
cust001280,,2022-03-24,60540
CUST001281,Premium,08-22-18,60540
CUST001282,Value,2018/09/26,60540
CUST001283,Premium,09/18/2021,60A123
CUST001284,Value,23-Dec-2017,60601
CUST001285,Premium,02/11/2022,60A123
CUST001286,Mainstream,21-Jan-2019,60601
CUST001287,Mainstream,21-Oct-2022,60A123
CUST001288,Business,10-11-20,60601
CUST001289,Business,11/28/2022,60A123
CUST001290,,2020/08/09,N/A
 CUST001291 ,Business,23-Oct-2022,N/A
CUST001292,,2018-05-15,N/A
CUST001293,Business,2020-02-09,60540
CUST001294,,06-30-22,60601
CUST001295,Business,2017-07-28,60540
CUST001296,Value,2020/07/05,60601
CUST001297,,07-Jul-2018,60540
CUST001298,Value,09/08/2018,60540
 CUST001299 ,Mainstream,2021-01-02,60A123
CUST001300,Premium,2018-07-10,N/A
CUST001301,Value,2019-06-12,60540
CUST001302,Mainstream,23-Jul-2019,60601
CUST001303,,06/29/2021,60601
CUST001304,Business,10-May-2018,60540
CUST001305,,07/17/2019,60A123
 CUST001306 ,Mainstream,11-15-21,N/A
CUST001307,,2022-11-25,N/A
 CUST001308 ,Premium,18-Jan-2019,
CUST001309,Mainstream,27-Oct-2022,60A123
CUST001310,Business,07/22/2018,
CUST001311,Business,02-Feb-2018,60601
CUST001312,Premium,2020/04/19,60601
CUST001313,Value,2021/06/18,
cust001314,Business,10-31-17,60A123
CUST001315,Mainstream,2019-07-04,60A123
CUST001316,Business,08-15-18,
 CUST001317 ,Business,09-Jul-2020,60601
 CUST001318 ,Mainstream,16-Jun-2018,60540
CUST001319,,02/18/2019,
CUST001320,Mainstream,09/19/2017,N/A
CUST001321,Premium,2020-09-07,60540
CUST001322,Premium,02/02/2021,60A123
CUST001323,Mainstream,2020/03/09,60540
CUST001324,Mainstream,2018/09/30,60540
CUST001325,Mainstream,2018-08-07,60A123
CUST001326,Value,2020-03-25,60540
CUST001327,Value,08/07/2020,60601
CUST001328,Value,2021/09/27,60601
CUST001329,Value,13-Aug-2018,60A123
CUST001330,Mainstream,2020-12-08,N/A
CUST001331,Business,02/05/2018,60A123
CUST001332,Premium,2022-01-14,60A123
CUST001333,Premium,14-Mar-2020,
CUST001334,Premium,06/07/2022,60540
CUST001335,,02/12/2021,
CUST001336,Premium,08/24/2022,60A123
CUST001337,Premium,2021/06/18,60601
CUST001338,Value,12-19-20,N/A
cust001339,,07/02/2022,60A123
CUST001340,Mainstream,09-27-21,
cust001341,Premium,22-Nov-2022,
cust001342,,08/17/2017,60601
CUST001343,,10-17-18,60601
CUST001344,,12-Jul-2022,60601
CUST001345,Premium,2020-11-16,60601
CUST001346,Value,02-03-18,60A123
CUST001347,Business,01-22-19,
